index,username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags,mentioned_users,cleaned_text,sentences_tone,document_tones,joy,analytical,sadness,tentative,confident,fear,anger
4887,suspersists,"wtp_2020!! all people are equal. fights for fairness, equality, animals & our planet! stupidity, racists, white supremacists & non-patriots will be blocked!",n.a,1769,2415,84346,2019-12-01 15:54:50,2020-06-22 02:09:58,2284,"Weeks ago, my dad died unexpectedly. It wasn't COVID-19—but due to COVID-19 we couldn't be with him in the hospital in his last hours. Couldn't hug at his funeral. Our grieving for a smart, funny, generous man was curtailed. Today I send love to all the great dads—including mine.",[],[],week ago dad die unexpectedly due hospital last hour hug funeral grieve smart funny generous man curtail today send love great dads—including mine,,"[{'score': 0.554862, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.620279, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,1.0,,,,
4888,spaghettiswet,deep-state ratnik at yr cervix,"порецкий район, россия",187,22,1900,2018-05-20 00:11:21,2020-06-22 01:21:34,5,risking lung-rending COVID-19 so I can sit in a room the size of a high school gymnasium and watch my eighteenth-favorite comedian set up a joke and then pass out.,[],[],risk lung-rending sit room size high school gymnasium watch eighteenth-favorite comedian set joke pas,,[],,,,,,,
4889,brosius_todd,n.a,n.a,187,19,2017,2017-12-06 22:18:22,2020-06-22 01:17:27,0,@ReaganWorld They will blame on COVID-19 of course,[],['@ReaganWorld'],blame course,,"[{'score': 0.638971, 'tone_id': 'anger', 'tone_name': 'Anger'}]",,,,,,,1.0
4890,porter9811,n.a,n.a,162,79,8163,2019-01-20 15:19:51,2020-06-22 02:31:42,0,"@Acyn Pretty hard to provide opportunity to all Americans when COVID-19 is allowed to run rampant throughout the nation.  For the love of God, he won't even encourage people to put on a mask to stop the spread.",[],['@Acyn'],pretty hard provide opportunity american allow run rampant throughout nation love god even encourage people put mask stop spread,,"[{'score': 0.839577, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,1.0,,,
4891,DNR_Sports,sports coverage of the shenandoah valley from the daily news-record.,"harrisonburg, va",159,1404,19759,2016-09-21 00:36:28,2020-06-23 01:10:05,0,In Tuesday's print edition: Previews for both Bridgewater and @ShockersRCBL of the @rcblonline  and how @JMUMBasketball is keeping in touch during COVID-19. #RCBL #JMU https://t.co/ZFpS4Og0e0,"['rcbl', 'jmu']","['@ShockersRCBL', '@rcblonline', '@JMUMBasketball']",tuesday's print edition preview bridgewater keep touch,,[],,,,,,,
4892,Aleeyougambo,one day i’ll grow beards 🧔🏾,dubai or uk in shaa allah ,766,872,12272,2018-10-04 00:01:42,2020-06-21 03:25:12,5,"China schools are now reopening              
  
Nigeria is still here getting active followers on corona virus 🦠💔🤦‍♂️",[],[],"china school reopen 
nigeria still get active follower corona virus 🦠🤦‍","[{'sentence_id': 0, 'text': 'china school reopen ', 'tones': []}, {'sentence_id': 1, 'text': 'nigeria still get active follower corona virus 🦠🤦\u200d', 'tones': []}]",[],,,,,,,
4893,ERGA75,#kag #vets #backtheblue #maga #nationalist #iamflynn #exonerategeneralflynn #istandwithgenflynn always!,n.a,4675,3936,119791,2016-11-01 18:42:31,2020-06-23 01:28:34,850,"As COVID-19 spread across the globe, many U.S. workers were hurt through no fault of their own.

As America recovers, President @realDonaldTrump won't allow blue-collar and middle-class workers to stay on the sidelines and be replaced by new foreign labor. https://t.co/A68ueVC88u https://t.co/tFRwGZE9jX",[],['@realDonaldTrump'],"spread across globe many u.s worker hurt fault own.

as america recovers president allow blue-collar middle-class worker stay sideline replace new foreign labor","[{'sentence_id': 0, 'text': 'spread across globe many u.s worker hurt fault own.', 'tones': [{'score': 0.745887, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'as america recovers president allow blue-collar middle-class worker stay sideline replace new foreign labor', 'tones': [{'score': 0.61476, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]","[{'score': 0.652723, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,1.0,,,,
4894,itsmekelsmagee,dog and plant mom and life goal is to forever make it stay that way.  mostly just super thankful that i am super gay.,"burlington, vt",347,140,4335,2012-05-09 12:53:46,2020-06-20 03:11:29,25992,"Trump's rally in Tulsa is indoors, with no social distancing and no mask requirements—all in violation of CDC guidelines. Trump is willing to spread the COVID-19 virus in order to hear some cheers. He is a direct threat to the health of the American people. He must be defeated.",[],[],trump's rally tulsa indoors social distance mask requirements—all violation cdc guideline trump willing spread virus order hear cheer direct threat health american people must defeat,,"[{'score': 0.674728, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.642915, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,,1.0,,
4895,penelopiepinstr,n.a,united states,402,133,1164,2012-08-07 20:23:06,2020-06-22 02:30:12,567,"It’s June 21, and the Trump admin is still sitting on nearly $14 billion we fought to provide for testing &amp; tracing

And now he's admitted he directed officials to slow testing to keep case numbers low when there’s a spike in COVID-19 cases in many states!
https://t.co/OHN2IxZ7Rz",[],[],"it’s june trump admin still sit nearly billion fought provide test amp tracing

and he's admit directed official slow test keep case number low there’s spike case many states!
","[{'sentence_id': 0, 'text': 'it’s june trump admin still sit nearly billion fought provide test amp tracing', 'tones': [{'score': 0.716301, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 1, 'text': '', 'tones': []}, {'sentence_id': 2, 'text': ""and he's admit directed official slow test keep case number low there’s spike case many states!"", 'tones': [{'score': 0.544275, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.592138, 'tone_id': 'confident', 'tone_name': 'Confident'}]}]","[{'score': 0.573203, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,1.0,,,,
4896,JinxedbySugar,"fake ot0 fan account. duh.

retweets with a passion. 😤✊

soon:
#motstj
#kth1
#hopeworld2
#pjm1

-one of greatest choices in life is stanning @bts_twt 💜-",philippines,496,515,89120,2015-11-22 08:48:28,2020-06-23 01:08:58,5974,"""BTS &amp; BH have donated $1 million to Live Nation Crew Nation campaign. The fund was launched in March to support the live concert crews across the globe that have been impacted by COVID-19.. one of the largest artist donations since the fund was created.""

https://t.co/fZIhhXVzIg https://t.co/lA4jwqLFxP",[],[],"bts amp bh donate million live nation crew nation campaign fund launch march support live concert crew across globe impact one large artist donation since fund created.""

",,"[{'score': 0.57292, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
4897,Stoneageromeo1,"torn between 2 lovers...
kingdom of this world 
kingdom of yhwh emmanuel","everywhere, sojourner cb fla",334,322,16665,2013-11-24 16:29:27,2020-06-21 02:21:58,0,@weijia Chinese virus kung Flu. That bother you? Kleenix is selling. Hi pick up a box,[],['@weijia'],chinese virus kung flu bother kleenix sell hi pick box,,"[{'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,,,,
4898,ecodaren,rock＆volcano＆custom knife,ecoda tokyo japan,666,3448,1563855,2010-03-06 07:27:15,2020-06-21 02:41:23,781,"President Trump used a racist term during his Tulsa rally to refer to coronavirus, which he has previously referred to as the ""Chinese virus"" https://t.co/tdyUBGckdo",[],[],president trump use racist term tulsa rally refer coronavirus previously refer chinese virus,,"[{'score': 0.874319, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,,,,
4899,iSaidDNice,african 🇨🇬american 🇺🇸 & an ally 🏳️‍🌈. i come on here to retweet and talk shit.,twitter porn accounts ,136,267,10717,2016-04-07 07:03:27,2020-06-22 01:40:14,23753,Lack of taste is a symptom of covid-19 https://t.co/o2txxNFLn3,[],[],lack taste symptom,,"[{'score': 0.955445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,,,,
4900,noah_promes,"vet tech 🐈🐶, 📚avid reader📚, college student and political activist. he/him.","cameron park, ca",219,47,10325,2017-07-27 17:17:44,2020-06-22 01:17:34,6476,"There were so many directions he could have gone- Covid-19, unemployment, the murder of George Floyd, systemic racism, global warming, etc. Instead he chose the ‘whiny victim’ route. THIS is our president????? We deserve better. Register to vote. https://t.co/zMdYhSBOMh",[],[],many direction could go unemployment murder george floyd systemic racism global warm etc instead chose ‘whiny victim’ route president deserve good register vote,,[],,,,,,,
4901,ppinternational,international union of pirate parties and activists affiliated w/ the global pirate movement. #ecosoc ngo. #ppint #ppeu #globalpirates #pirateparty,"geneva, switzerland",12827,21501,99386,2009-09-04 09:42:03,2020-06-22 03:42:08,13,"Parliament wants a new EU Disability Strategy:
📌 Reflecting the diversity of people with disabilities
📌 Mitigating the effects of health crises like Covid-19
📌 Including a gender-based approach
                
More 👉 https://t.co/xNhuPlLSho https://t.co/O70zX5y7ui",[],[],"parliament want new eu disability strategy:
 reflect diversity people disabilities
 mitigate effect health crisis like include gender-based approach
 
more","[{'sentence_id': 0, 'text': 'parliament want new eu disability strategy:', 'tones': []}, {'sentence_id': 1, 'text': ' reflect diversity people disabilities', 'tones': [{'score': 0.982476, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 2, 'text': ' mitigate effect health crisis like include gender-based approach', 'tones': [{'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.931038, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 3, 'text': ' ', 'tones': []}, {'sentence_id': 4, 'text': 'more', 'tones': []}]","[{'score': 0.733641, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.976996, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,1.0,,,
4902,macd1va,"modeled after christ devoted 1derful verifiable  advocate, @usc & @howardu alum, child of god, daughter, bigsister, aunt, niece, cousin","florida, usa",1302,326,23064,2009-03-28 03:15:50,2020-06-22 03:39:59,84,Over 230 members of Lighthouse Pentecostal Church in Oregon get COVID-19 - Washington Times https://t.co/4NgUa5dLgS,[],[],member lighthouse pentecostal church oregon get washington time,,"[{'score': 0.610552, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,,,,
4903,LennnyBug,"21. sandy, day & zariel are my babies 🐶🐶👶🏽",n.a,394,480,25015,2013-02-14 18:42:47,2020-06-22 01:19:27,23394,Lack of taste is a symptom of covid-19 https://t.co/o2txxNFLn3,[],[],lack taste symptom,,"[{'score': 0.955445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,,,,
4904,Popzzz2009,n.a,chicago metro,323,65,9711,2011-03-07 18:18:44,2020-06-21 02:39:01,0,"@GOP @realDonaldTrump Eugene Limbick, 41, Colorado Springs, CO
“Loved automobiles, especially trucks”.

KILLED BY Covid-19,

NYT 6/20/20

Remember the VIRUS

WENT WILD

with

Mr. Trump 

IN CHARGE

EAGERLY AIDED
by

Republicans

Mr. Limbick's

FRIENDS &amp; FAMILY 

WILL NEVER FORGET.",[],"['@GOP', '@realDonaldTrump']","eugene limbick colorado spring co
“loved automobile especially trucks”.

killed virus

went wild

with

mr trump 

in charge

eagerly aided
by

republicans

mr limbick's

friends amp family 

will never forget","[{'sentence_id': 0, 'text': 'eugene limbick colorado spring co', 'tones': []}, {'sentence_id': 1, 'text': '“loved automobile especially trucks”.', 'tones': [{'score': 0.794205, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, {'sentence_id': 2, 'text': 'killed virus', 'tones': []}, {'sentence_id': 3, 'text': '', 'tones': []}, {'sentence_id': 4, 'text': 'went wild', 'tones': [{'score': 0.579367, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 5, 'text': '', 'tones': []}, {'sentence_id': 6, 'text': 'with', 'tones': []}, {'sentence_id': 7, 'text': '', 'tones': []}, {'sentence_id': 8, 'text': 'mr trump ', 'tones': []}, {'sentence_id': 9, 'text': '', 'tones': []}, {'sentence_id': 10, 'text': 'in charge', 'tones': [{'score': 0.762356, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 11, 'text': '', 'tones': []}, {'sentence_id': 12, 'text': 'eagerly aided', 'tones': []}, {'sentence_id': 13, 'text': 'by', 'tones': []}, {'sentence_id': 14, 'text': '', 'tones': []}, {'sentence_id': 15, 'text': 'republicans', 'tones': []}, {'sentence_id': 16, 'text': '', 'tones': []}, {'sentence_id': 17, 'text': ""mr limbick's"", 'tones': []}, {'sentence_id': 18, 'text': '', 'tones': []}, {'sentence_id': 19, 'text': 'friends amp family ', 'tones': [{'score': 0.595243, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, {'sentence_id': 20, 'text': '', 'tones': []}, {'sentence_id': 21, 'text': 'will never forget', 'tones': [{'score': 0.955445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.942582, 'tone_id': 'confident', 'tone_name': 'Confident'}]}]","[{'score': 0.564087, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.735152, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,,,1.0,,
4905,int_law_studies,"law & international relations | books, research, judgments and issues concerning international law and foreign affairs | tweets in 🇬🇧🇫🇷🇪🇸🇮🇹🇵🇹welcome🌎",n.a,326,211,216,2019-01-15 03:11:23,2020-06-22 01:38:21,3,"COVID-19 Flyer: Visiting the Library’s Premises https://t.co/3uNzSqTmm7 We kindly ask you to read this flyer carefully. The health of our guests and staff is our highest priority and we therefore ask you to respect our measures regarding COVID-19. Stay healthy, stay safe! https://t.co/49PvQ3tVZ2",[],[],flyer visit library’s premise kindly ask read flyer carefully health guest staff high priority therefore ask respect measure regard stay healthy stay safe,,"[{'score': 0.508412, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.860589, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,1.0,,,,,
4906,rightlyaligned,"all political social cultural all the time
thank god our president is .@realdonaldtrump
#trump #maga #kag #2a",right side of the left coast,2863,3215,216186,2009-11-04 18:52:26,2020-06-22 01:36:11,27,"Members of the Orthodox Jewish community used bolt cutters to “liberate” a Brooklyn playground welded shut because of COVID-19.

A video showed three Orthodox men, one wearing a mask, cut the chain while a group of children with uncovered faces cheered.

https://t.co/26n9nffkMb",[],[],"member orthodox jewish community use bolt cutter “liberate” brooklyn playground weld shut video show three orthodox men one wear mask cut chain group child uncover face cheered.

",,[],,,,,,,
4907,FJane76,"one nation under god, #1,#2,#28,great awakening,kag,maga,wwg1wga, constitution, freedom, #trump2020 🇺🇸✝️🌹",alaska,362,247,2186,2020-05-19 16:06:22,2020-06-22 03:38:32,563,"Earlier this year I sent a letter to the Trump admin, explaining I was prescribing zinc, low-dose hydroxychloroquine &amp; azithromycin to patients diagnosed with COVID-19. This could be the key to re-opening the economy, and most importantly -saving lives.

#ZelenkoProtocol https://t.co/DMF0a5hmQk",[],[],"earlier year send letter trump admin explain prescribe zinc low-dose hydroxychloroquine amp azithromycin patient diagnose could key re-opening economy importantly save lives.

",,"[{'score': 0.679542, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,,,,
4908,madfishmonger,"wizzard, rpger, model, crafter, sewer, 42, she. writer for @nerdburgercraig & others. living with adhd & chronic pain. bi/polyam art by @polish_ogre & @naycarts","winnipeg, manitoba",500,2015,69002,2009-11-02 17:25:26,2020-06-22 01:21:52,12,@colinmochrie  Hi there! Wonder if we could get a RT about how unfair it is that people with disabilities are largely left out of the COVID-19 federal financial benefits. Those who rely on disability payments already live below the poverty line and have extra costs now! Ty!,[],['@colinmochrie'],hi wonder could get rt unfair people disability largely leave federal financial benefit rely disability payment already live poverty line extra cost ty,,"[{'score': 0.797472, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.75336, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,1.0,1.0,,,
4909,sheliajones28,"christian, conservative, trumpster.",n.a,445,243,4255,2010-09-02 15:12:04,2020-06-23 01:08:25,3675,"This is an incredibly misleading headline.

COVID-19 has an incubation period of 2-14 days.

Attributing a spike to Trump’s rally that happened less than 48 hours ago is misleading.

Let’s call this what it is - FAKE NEWS!

https://t.co/SiJGZEYlyU",[],[],"incredibly mislead incubation period days.

attributing spike trump’s rally happen less hour ago misleading.

let’s call fake news!

","[{'sentence_id': 0, 'text': 'incredibly mislead incubation period days.', 'tones': [{'score': 0.539482, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.882284, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.849827, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 1, 'text': 'attributing spike trump’s rally happen less hour ago misleading.', 'tones': [{'score': 0.525929, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.8766, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 2, 'text': 'let’s call fake news!', 'tones': [{'score': 0.528732, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}]","[{'score': 0.556616, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.948839, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.848841, 'tone_id': 'confident', 'tone_name': 'Confident'}]",,1.0,1.0,,1.0,,
4910,Epcyclopedia,i wrote a book about epcot. i dreamed a dream in time gone by...,"florida, usa",78,2589,64836,2009-10-11 09:32:12,2020-06-22 01:40:51,0,With the rise in COVID-19 cases I’m social distancing like...  (Hidden under the first bridge at Bluto’s if you’re curious.) https://t.co/oEaCYXzaV0,[],[],rise case i’m social distancing like hidden first bridge bluto’s you’re curious,,[],,,,,,,
4911,fancy_robbins,stop bullying me bc i have 15 followers,hell,109,19,1159,2017-05-25 21:55:50,2020-06-23 01:09:29,3362,"I’m joining the #GlobalGoalUnite for Our Future concert on June 27th to combat the disproportionate impact COVID-19 has on communities of color and call on world leaders to make testing, treatments &amp; vaccines available to everyone everywhere https://t.co/3KTIV9xgxy https://t.co/vjRwcLNEBK",['globalgoalunite'],[],i’m join future concert june combat disproportionate impact community color call world leader make test treatment amp vaccine available everyone everywhere,,"[{'score': 0.603108, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.560098, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",1.0,1.0,,,,,
4912,indigostar16,"ᵀʰᵃᵗ ᶜʳᵃᶻʸ ʰⁱᵖᵖⁱᵉ ᶜʰⁱᶜᵏ ☮☯🔮🌌😎
아미💜 #nojusticenopeace",n.a,67,2,289,2020-05-24 16:56:12,2020-06-21 02:33:52,153,"When the President of the United States uses racist terms like Kung Flu, Chinese Virus, or China Plague, my biggest fear as an Asian American is that it normalizes racism against us and there’s no way for us to fight it. We have very little representation in government and media.",[],[],president united state us racist term like kung flu chinese virus china plague big fear asian american normalizes racism there’s way fight little representation government medium,,"[{'score': 0.552886, 'tone_id': 'fear', 'tone_name': 'Fear'}]",,,,,,1.0,
4913,NoonaOfKookie97,"my magic shop : @bts_twt
my euphoria : https://t.co/lbcjahnd5z 
jk ~ vkook 
tumblr : https://t.co/oyazv0wppr",n.a,390,584,96589,2009-07-25 17:05:00,2020-06-23 01:08:07,5979,"""BTS &amp; BH have donated $1 million to Live Nation Crew Nation campaign. The fund was launched in March to support the live concert crews across the globe that have been impacted by COVID-19.. one of the largest artist donations since the fund was created.""

https://t.co/fZIhhXVzIg https://t.co/lA4jwqLFxP",[],[],"bts amp bh donate million live nation crew nation campaign fund launch march support live concert crew across globe impact one large artist donation since fund created.""

",,"[{'score': 0.57292, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
4914,AmarieBelyea,artist 🖌  lover of cats - books -seaglass & our country #theresistance #bluewave 🌊🌊🌊🇺🇸🇺🇸🇺🇸  #resist,cape cod,874,221,46633,2016-03-20 13:05:07,2020-06-20 02:00:56,338,@realDonaldTrump @gtbynum Note to non-Trump supporters:  If you intend to go to Trump’s rally tomorrow please be 100% peaceful and please wear a mask to protect you from corona virus and tear gas.,[],"['@realDonaldTrump', '@gtbynum']",note non-trump supporter intend go trump’s rally tomorrow please peaceful please wear mask protect corona virus tear gas,,"[{'score': 0.781949, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,,,,
4915,KhaleesiKris,հҽվ ɑӏӏ վօմ ϲօօӏ ϲɑետ ɑղժ ƙíեեҽղs 🐯🐯,n.a,138,112,18589,2011-09-13 05:52:38,2020-06-22 03:21:32,42277,"Trump had a bad night in Tulsa. Very low turnout. Even his supporters know that COVID-19 is real and dangerous, and should not be spread at an indoor rally. More importantly, maybe people are catching on that he is a pathological liar and a fraud. Let's keep fighting.",[],[],trump bad night tulsa low turnout even supporter know real dangerous spread indoor rally importantly maybe people catch pathological liar fraud let's keep fighting,,"[{'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,1.0,,,
4916,_faglife,24 💖💛💙 ♏️,"homestead, fl",378,430,38078,2012-02-10 22:16:44,2020-06-23 01:08:02,41132,The reason why America isn’t recovering from COVID-19 as quickly as other countries is because we are a country that values individualism over collectivism. Nobody here wants to do anything that is a minor inconvenience to them in order to protect their neighbors.,[],[],reason america isn’t recover quickly country country value individualism collectivism nobody want anything minor inconvenience order protect neighbor,,"[{'score': 0.769135, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.5538, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,1.0,,1.0,,,
4917,mcgottman99,and we’ll all float on okay // srk :) #blm,co,774,1178,47654,2013-04-20 00:53:58,2020-06-22 01:38:56,311,"Rochell Carr lost her partner of 15 years, Woodrow Taylor, to COVID-19, while he was incarcerated at a federal prison in Ohio. They had 3 kids between them, the youngest is 5.

This Father's Day, we're thinking of all the dads separated from their families, trapped in the system. https://t.co/sW7Vvj9vvq",[],[],rochell carr lose partner year woodrow taylor incarcerate federal prison ohio kid young father's day we're think dad separate family trap system,,"[{'score': 0.849623, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]",,,1.0,,,,
4918,emma_dobney,n.a,"spokane, wa",99,134,189,2017-06-15 01:21:10,2020-06-22 01:37:52,38367,"Trump had a bad night in Tulsa. Very low turnout. Even his supporters know that COVID-19 is real and dangerous, and should not be spread at an indoor rally. More importantly, maybe people are catching on that he is a pathological liar and a fraud. Let's keep fighting.",[],[],trump bad night tulsa low turnout even supporter know real dangerous spread indoor rally importantly maybe people catch pathological liar fraud let's keep fighting,,"[{'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]",,,,1.0,,,
4919,tormaid,also known as tormaid. former translator and current aspiring housewife. she/her. ♀️ 🏳️‍⚧️ 🏳️‍🌈 💞 主婦希望の女 / アニメ / sf小説 / pcハードウェア / 画像処理 / ツイートは主に英語,"virginia, united states",691,393,19225,2011-02-01 21:55:17,2020-06-22 03:42:13,10,"To @RichmondPolice: We're still living in a pandemic. No one should be needlessly put in jail, increasing their risk for COVID-19.

Arresting people for protesting police violence does NOTHING to protect public safety &amp; can lead to an increase in COVID-19 cases at the local jail.",[],['@RichmondPolice:'],we're still live pandemic one needlessly put jail increase risk people protest police violence nothing protect public safety amp lead increase case local jail,,"[{'score': 0.506763, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,,,,
4920,julie_cappiello,yuge trumpian. don't put me on any lists! in trump i trust!! i don't use spell check so get over my spelling! followed by charles payne 🇺🇸🇹🇯,n.a,21357,22678,255375,2015-12-26 00:11:21,2020-06-21 02:35:44,1,Loved it when he call d it the Chinese virus. Because that’s where it came from!!! https://t.co/QACqrt6Lxj,[],[],love call chinese virus that’s come,,"[{'score': 0.754644, 'tone_id': 'joy', 'tone_name': 'Joy'}]",1.0,,,,,,
4921,LaniLaska3,"teacher, beach and travel lover, foodie, soon to be mommy 🤰🏼🌴🌺✏️",n.a,44,4,14,2020-04-15 15:43:47,2020-06-23 01:09:47,0,@HKrassenstein @realDonaldTrump @FoxNews It why I use to watch the corona virus briefings!!!! Everyone wanted to see what the next dumb thing he would say. #dontdrinkbleach,['dontdrinkbleach'],"['@HKrassenstein', '@realDonaldTrump', '@FoxNews']",use watch corona virus briefing everyone want see next dumb thing would say,,[],,,,,,,
4922,desktrading,desktrading is the next generation trading platform based on separately managed accounts technology for highly scalable and efficient investment management.,hong kong,465,689,57196,2014-11-05 08:50:35,2020-06-22 03:38:03,0,"2020 COVID-19 Impact on Global CPI Film Market(Effects of COVID-19) Growth By Sumitomo Chemical, SKC, LG Chem - Bandera County Courier
https://t.co/dantFLNvpr",[],[],"impact global cpi film market(effects growth sumitomo chemical skc lg chem bandera county courier
",,"[{'score': 0.855825, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,,,,,
4923,OkieNV,"patriot, christian, conservative, guardian of the constitution, maga, kag, trump2020, patriot, constitution, q, qanon, wwg1wga, votered no dm's",usa,32816,33844,88552,2018-07-05 23:23:00,2020-06-21 03:47:33,8,"JUST WANT TO POINT OUT that “A surge in cases of COVID-19” should NOT scare you. 80% test-positive people have NO SYMPTOMS. Median age of death is OVER AVG LIFE EXPECTANCY.The discovery of more cases is indicative of HERD IMMUNITY, which KILLS THE VIRUS
https://t.co/VcTCOWCJKC",[],[],"want point “a surge case scare test-positive people symptom median age death avg life expectancy.the discovery case indicative herd immunity kill virus
","[{'sentence_id': 0, 'text': 'want point “a surge case scare test-positive people symptom median age death avg life expectancy.the', 'tones': [{'score': 0.516973, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.698634, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'discovery case indicative herd immunity kill virus', 'tones': [{'score': 0.982476, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]","[{'score': 0.532449, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.61457, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.978558, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,1.0,,1.0,,
4924,hehetwofour,"to all the healthcare workers, custodians, grocery store workers and first responders, thank you from the bottom of my heart. she/her",n.a,1260,2798,135844,2014-03-20 22:43:51,2020-06-23 01:27:40,109,".@albamonica:  ""This is going to be a continuing problem for the Trump campaign and the president himself who is already quite annoyed that this had been revealed before he even left Washington for that rally on Saturday.""

https://t.co/aQ8U5mNGnw",[],['@albamonica:'],"go continue problem trump campaign president already quite annoy reveal even leave washington rally saturday.""

",,"[{'score': 0.53166, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.822231, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.532616, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,1.0,1.0,,,
4925,TheCydneeGreen,"@weberstateu browning center, event coordinator. mpc. @matt_simpson7 💗💍","roy, ut",947,367,11116,2014-09-23 13:44:47,2020-06-21 03:21:07,176,"As we see COVID-19 cases spike, I urge all Utahns to use face coverings. I wear face masks every day. I know it can look and feel a little different. But data shows it slows the spread of this pernicious virus. #StayStrong Utah.

https://t.co/snc1Ux5xYA",[],[],"see case spike urge utahns use face covering wear face mask every day know look feel little different data show slow spread pernicious virus utah.

",,"[{'score': 0.576771, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.6731, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]",,1.0,1.0,,,,
4926,Viridis39,n.a,n.a,120,6,509,2009-09-07 01:24:40,2020-06-21 03:42:52,10488,6 members of Trump's Tulsa advance staff have tested positive for COVID-19. Each may have infected hundreds with the virus already.,[],[],member trump's tulsa advance staff test positive may infect hundred virus already,,[],,,,,,,
